timestamp,machine_id,sensor_type,reading
2025-08-18 00:10:00,M007,vibration,1.2
2025-08-18 00:10:00,M008,pressure,2.75
2025-08-18 00:10:00,M008,temperature,29.27
2025-08-18 00:10:00,M008,vibration,0.8
2025-08-18 00:10:00,M009,pressure,0.12
2025-08-18 00:10:00,M009,temperature,38.97
2025-08-18 00:10:00,M009,vibration,0.36
2025-08-18 00:10:00,M010,pressure,6.82
2025-08-18 00:10:00,M010,temperature,1.4
2025-08-18 00:10:00,M010,vibration,3.17
2025-08-18 00:15:00,M001,pressure,1.68
2025-08-18 00:15:00,M001,temperature,21.61
2025-08-18 00:15:00,M001,vibration,0.37
2025-08-18 00:15:00,M002,pressure,0.99
2025-08-18 00:15:00,M002,temperature,23.56
2025-08-18 00:15:00,M002,vibration,0.04
2025-08-18 00:15:00,M003,pressure,0.12
2025-08-18 00:15:00,M003,temperature,13.94
2025-08-18 00:15:00,M003,vibration,0.17
2025-08-18 00:15:00,M004,pressure,1.38
2025-08-18 00:15:00,M004,temperature,44.11
2025-08-18 00:15:00,M004,vibration,1.6
2025-08-18 00:15:00,M005,pressure,1.82
2025-08-18 00:15:00,M005,temperature,10.73
2025-08-18 00:15:00,M005,vibration,0.17
2025-08-18 00:15:00,M006,pressure,0.93
2025-08-18 00:15:00,M006,temperature,2.26
2025-08-18 00:15:00,M006,vibration,1.29
2025-08-18 00:15:00,M007,pressure,1.3
2025-08-18 00:15:00,M007,temperature,35.86
2025-08-18 00:15:00,M007,vibration,0.77
2025-08-18 00:15:00,M008,pressure,2.51
2025-08-18 00:15:00,M008,temperature,1.9
2025-08-18 00:15:00,M008,vibration,1.39
2025-08-18 00:15:00,M009,pressure,0.12
2025-08-18 00:15:00,M009,temperature,9.68
2025-08-18 00:15:00,M009,vibration,0.01
2025-08-18 00:15:00,M010,pressure,7.38
2025-08-18 00:15:00,M010,temperature,0.66
2025-08-18 00:15:00,M010,vibration,0.92
2025-08-18 00:20:00,M001,pressure,0.8
2025-08-18 00:20:00,M001,temperature,39.25
2025-08-18 00:20:00,M001,vibration,0.61
2025-08-18 00:20:00,M002,pressure,3.18
2025-08-18 00:20:00,M002,temperature,22.13
2025-08-18 00:20:00,M002,vibration,1.7
2025-08-18 00:20:00,M003,pressure,0.06
2025-08-18 00:20:00,M003,temperature,13.62
2025-08-18 00:20:00,M003,vibration,1.57
2025-08-18 00:20:00,M004,pressure,1.41
2025-08-18 00:20:00,M004,temperature,14.43
2025-08-18 00:20:00,M004,vibration,0.61
2025-08-18 00:20:00,M005,pressure,0.91
2025-08-18 00:20:00,M005,temperature,36.83
2025-08-18 00:20:00,M005,vibration,0.01
2025-08-18 00:20:00,M006,pressure,0.75
2025-08-18 00:20:00,M006,temperature,0.89
2025-08-18 00:20:00,M006,vibration,1.17
2025-08-18 00:20:00,M007,pressure,3.02
2025-08-18 00:20:00,M007,temperature,37.71
2025-08-18 00:20:00,M007,vibration,1.31
2025-08-18 00:20:00,M008,pressure,2.23
2025-08-18 00:20:00,M008,temperature,2.2
2025-08-18 00:20:00,M008,vibration,0.05
2025-08-18 00:20:00,M009,pressure,1.6
2025-08-18 00:20:00,M009,temperature,10.43
2025-08-18 00:20:00,M009,vibration,0.01
2025-08-18 00:20:00,M010,pressure,13.4
2025-08-18 00:20:00,M010,temperature,0.63
2025-08-18 00:20:00,M010,vibration,0.9
2025-08-18 00:25:00,M001,pressure,0.57
2025-08-18 00:25:00,M001,temperature,17.45
2025-08-18 00:25:00,M001,vibration,0.37
2025-08-18 00:25:00,M002,pressure,1.01
2025-08-18 00:25:00,M002,temperature,24.31
2025-08-18 00:25:00,M002,vibration,0.29
2025-08-18 00:25:00,M003,pressure,0.02
2025-08-18 00:25:00,M003,temperature,13.31
2025-08-18 00:25:00,M003,vibration,0.15
2025-08-18 00:25:00,M004,pressure,0.63
2025-08-18 00:25:00,M004,temperature,13.91
2025-08-18 00:25:00,M004,vibration,0.7
2025-08-18 00:25:00,M005,pressure,1.14
2025-08-18 00:25:00,M005,temperature,36.83
2025-08-18 00:25:00,M005,vibration,0.01
2025-08-18 00:25:00,M006,pressure,2.5
2025-08-18 00:25:00,M006,temperature,3.12
2025-08-18 00:25:00,M006,vibration,0.35
2025-08-18 00:25:00,M007,pressure,3.15
2025-08-18 00:25:00,M007,temperature,34.18
2025-08-18 00:25:00,M007,vibration,1.03
2025-08-18 00:25:00,M008,pressure,2.49
2025-08-18 00:25:00,M008,temperature,0.64
2025-08-18 00:25:00,M008,vibration,0.06
2025-08-18 00:25:00,M009,pressure,0.82
2025-08-18 00:25:00,M009,temperature,10.46
2025-08-18 00:25:00,M009,vibration,0.01
2025-08-18 00:25:00,M010,pressure,8.19
2025-08-18 00:25:00,M010,temperature,2.63
2025-08-18 00:25:00,M010,vibration,0.87
2025-08-18 00:30:00,M001,pressure,1.88
2025-08-18 00:30:00,M001,temperature,26.58
2025-08-18 00:30:00,M001,vibration,0.33
2025-08-18 00:30:00,M002,pressure,0.99
2025-08-18 00:30:00,M002,temperature,24.64
2025-08-18 00:30:00,M002,vibration,0.41
2025-08-18 00:30:00,M003,pressure,0.99
2025-08-18 00:30:00,M003,temperature,34.57
2025-08-18 00:30:00,M003,vibration,1.47
2025-08-18 00:30:00,M004,pressure,1.46
2025-08-18 00:30:00,M004,temperature,13.42
2025-08-18 00:30:00,M004,vibration,0.71
2025-08-18 00:30:00,M005,pressure,0.85
2025-08-18 00:30:00,M005,temperature,10.73
2025-08-18 00:30:00,M005,vibration,0.0
2025-08-18 00:30:00,M006,pressure,4.98
2025-08-18 00:30:00,M006,temperature,2.84
2025-08-18 00:30:00,M006,vibration,2.03
2025-08-18 00:30:00,M007,pressure,1.14
2025-08-18 00:30:00,M007,temperature,35.19
2025-08-18 00:30:00,M007,vibration,0.24
2025-08-18 00:30:00,M008,pressure,2.68
2025-08-18 00:30:00,M008,temperature,0.66
2025-08-18 00:30:00,M008,vibration,0.06
2025-08-18 00:30:00,M009,pressure,0.67
2025-08-18 00:30:00,M009,temperature,7.7
2025-08-18 00:30:00,M009,vibration,0.01
2025-08-18 00:30:00,M010,pressure,8.39
2025-08-18 00:30:00,M010,temperature,0.3
2025-08-18 00:30:00,M010,vibration,3.52
2025-08-18 00:35:00,M001,pressure,1.68
2025-08-18 00:35:00,M001,temperature,16.44
2025-08-18 00:35:00,M001,vibration,0.56
2025-08-18 00:35:00,M002,pressure,0.99
2025-08-18 00:35:00,M002,temperature,66.6
2025-08-18 00:35:00,M002,vibration,0.41
2025-08-18 00:35:00,M003,pressure,0.98
2025-08-18 00:35:00,M003,temperature,35.33
2025-08-18 00:35:00,M003,vibration,0.14
2025-08-18 00:35:00,M004,pressure,1.49
2025-08-18 00:35:00,M004,temperature,34.7
2025-08-18 00:35:00,M004,vibration,0.35
2025-08-18 00:35:00,M005,pressure,1.22
2025-08-18 00:35:00,M005,temperature,24.0
2025-08-18 00:35:00,M005,vibration,0.01
2025-08-18 00:35:00,M006,pressure,0.93
2025-08-18 00:35:00,M006,temperature,101.82
2025-08-18 00:35:00,M006,vibration,2.06
2025-08-18 00:35:00,M007,pressure,3.41
2025-08-18 00:35:00,M007,temperature,32.62
2025-08-18 00:35:00,M007,vibration,0.34
2025-08-18 00:35:00,M008,pressure,2.51
2025-08-18 00:35:00,M008,temperature,3.54
2025-08-18 00:35:00,M008,vibration,0.02
2025-08-18 00:35:00,M009,pressure,0.8
2025-08-18 00:35:00,M009,temperature,13.57
2025-08-18 00:35:00,M009,vibration,0.01
2025-08-18 00:35:00,M010,pressure,5.59
2025-08-18 00:35:00,M010,temperature,1.22
2025-08-18 00:35:00,M010,vibration,3.61
2025-08-18 00:40:00,M001,pressure,1.76
2025-08-18 00:40:00,M001,temperature,28.17
2025-08-18 00:40:00,M001,vibration,0.51
2025-08-18 00:40:00,M002,pressure,0.96
2025-08-18 00:40:00,M002,temperature,11.05
2025-08-18 00:40:00,M002,vibration,0.32
2025-08-18 00:40:00,M003,pressure,0.93
2025-08-18 00:40:00,M003,temperature,12.47
2025-08-18 00:40:00,M003,vibration,0.15
2025-08-18 00:40:00,M004,pressure,1.51
2025-08-18 00:40:00,M004,temperature,35.88
2025-08-18 00:40:00,M004,vibration,0.72
2025-08-18 00:40:00,M005,pressure,1.26
2025-08-18 00:40:00,M005,temperature,10.73
2025-08-18 00:40:00,M005,vibration,0.01
2025-08-18 00:40:00,M006,pressure,4.03
2025-08-18 00:40:00,M006,temperature,11.11
2025-08-18 00:40:00,M006,vibration,2.1
2025-08-18 00:40:00,M007,pressure,1.06
2025-08-18 00:40:00,M007,temperature,36.48
2025-08-18 00:40:00,M007,vibration,0.27
2025-08-18 00:40:00,M008,pressure,2.0
2025-08-18 00:40:00,M008,temperature,28.37
2025-08-18 00:40:00,M008,vibration,0.01
2025-08-18 00:40:00,M009,pressure,0.65
2025-08-18 00:40:00,M009,temperature,9.58
2025-08-18 00:40:00,M009,vibration,0.02
2025-08-18 00:40:00,M010,pressure,8.77
2025-08-18 00:40:00,M010,temperature,0.51
2025-08-18 00:40:00,M010,vibration,0.81
2025-08-18 00:45:00,M001,pressure,1.23
2025-08-18 00:45:00,M001,temperature,28.96
2025-08-18 00:45:00,M001,vibration,0.59
2025-08-18 00:45:00,M002,pressure,0.97
2025-08-18 00:45:00,M002,temperature,64.71
2025-08-18 00:45:00,M002,vibration,0.39
2025-08-18 00:45:00,M003,pressure,0.94
2025-08-18 00:45:00,M003,temperature,12.21
2025-08-18 00:45:00,M003,vibration,1.57
2025-08-18 00:45:00,M004,pressure,0.59
2025-08-18 00:45:00,M004,temperature,12.14
2025-08-18 00:45:00,M004,vibration,0.69
2025-08-18 00:45:00,M005,pressure,0.76
2025-08-18 00:45:00,M005,temperature,13.03
2025-08-18 00:45:00,M005,vibration,0.26
2025-08-18 00:45:00,M006,pressure,4.98
2025-08-18 00:45:00,M006,temperature,18.44
2025-08-18 00:45:00,M006,vibration,2.13
2025-08-18 00:45:00,M007,pressure,1.02
2025-08-18 00:45:00,M007,temperature,35.94
2025-08-18 00:45:00,M007,vibration,4.08
2025-08-18 00:45:00,M008,pressure,2.4
2025-08-18 00:45:00,M008,temperature,27.43
2025-08-18 00:45:00,M008,vibration,0.05
2025-08-18 00:45:00,M009,pressure,0.69
2025-08-18 00:45:00,M009,temperature,10.6
2025-08-18 00:45:00,M009,vibration,0.0
2025-08-18 00:45:00,M010,pressure,5.35
2025-08-18 00:45:00,M010,temperature,28.27
2025-08-18 00:45:00,M010,vibration,0.79
2025-08-18 00:50:00,M001,pressure,0.77
2025-08-18 00:50:00,M001,temperature,15.13
2025-08-18 00:50:00,M001,vibration,0.54
2025-08-18 00:50:00,M002,pressure,1.0
2025-08-18 00:50:00,M002,temperature,64.71
2025-08-18 00:50:00,M002,vibration,0.36
2025-08-18 00:50:00,M003,pressure,0.94
2025-08-18 00:50:00,M003,temperature,37.61
2025-08-18 00:50:00,M003,vibration,0.17
2025-08-18 00:50:00,M004,pressure,1.57
2025-08-18 00:50:00,M004,temperature,11.77
2025-08-18 00:50:00,M004,vibration,0.75
2025-08-18 00:50:00,M005,pressure,0.74
2025-08-18 00:50:00,M005,temperature,36.83
2025-08-18 00:50:00,M005,vibration,0.23
2025-08-18 00:50:00,M006,pressure,2.5
2025-08-18 00:50:00,M006,temperature,96.69
2025-08-18 00:50:00,M006,vibration,2.16
2025-08-18 00:50:00,M007,pressure,0.99
2025-08-18 00:50:00,M007,temperature,0.49
2025-08-18 00:50:00,M007,vibration,4.08
2025-08-18 00:50:00,M008,pressure,2.36
2025-08-18 00:50:00,M008,temperature,29.79
2025-08-18 00:50:00,M008,vibration,0.03
2025-08-18 00:50:00,M009,pressure,0.65
2025-08-18 00:50:00,M009,temperature,8.32
2025-08-18 00:50:00,M009,vibration,0.0
2025-08-18 00:50:00,M010,pressure,9.16
2025-08-18 00:50:00,M010,temperature,29.48
2025-08-18 00:50:00,M010,vibration,0.78
2025-08-18 00:55:00,M001,pressure,1.28
2025-08-18 00:55:00,M001,temperature,30.54
2025-08-18 00:55:00,M001,vibration,0.46
2025-08-18 00:55:00,M002,pressure,1.03
2025-08-18 00:55:00,M002,temperature,11.05
2025-08-18 00:55:00,M002,vibration,0.06
2025-08-18 00:55:00,M003,pressure,0.97
2025-08-18 00:55:00,M003,temperature,11.73
2025-08-18 00:55:00,M003,vibration,0.12
2025-08-18 00:55:00,M004,pressure,0.57
2025-08-18 00:55:00,M004,temperature,11.42
2025-08-18 00:55:00,M004,vibration,0.63
2025-08-18 00:55:00,M005,pressure,0.72
2025-08-18 00:55:00,M005,temperature,44.75
2025-08-18 00:55:00,M005,vibration,0.16
2025-08-18 00:55:00,M006,pressure,0.75
2025-08-18 00:55:00,M006,temperature,75.72
2025-08-18 00:55:00,M006,vibration,0.46
2025-08-18 00:55:00,M007,pressure,0.95
2025-08-18 00:55:00,M007,temperature,4.23
2025-08-18 00:55:00,M007,vibration,0.27
2025-08-18 00:55:00,M008,pressure,2.64
2025-08-18 00:55:00,M008,temperature,13.53
2025-08-18 00:55:00,M008,vibration,2.26
2025-08-18 00:55:00,M009,pressure,0.67
2025-08-18 00:55:00,M009,temperature,9.97
2025-08-18 00:55:00,M009,vibration,0.3
2025-08-18 00:55:00,M010,pressure,9.35
2025-08-18 00:55:00,M010,temperature,1.73
2025-08-18 00:55:00,M010,vibration,0.76
2025-08-18 01:00:00,M001,pressure,1.3
2025-08-18 01:00:00,M001,temperature,14.36
2025-08-18 01:00:00,M001,vibration,0.44
2025-08-18 01:00:00,M002,pressure,1.02
2025-08-18 01:00:00,M002,temperature,24.54
2025-08-18 01:00:00,M002,vibration,0.1
2025-08-18 01:00:00,M003,pressure,0.32
2025-08-18 01:00:00,M003,temperature,11.5
2025-08-18 01:00:00,M003,vibration,0.61
2025-08-18 01:00:00,M004,pressure,0.56
2025-08-18 01:00:00,M004,temperature,40.59
2025-08-18 01:00:00,M004,vibration,0.67
2025-08-18 01:00:00,M005,pressure,0.69
2025-08-18 01:00:00,M005,temperature,24.0
2025-08-18 01:00:00,M005,vibration,0.26
2025-08-18 01:00:00,M006,pressure,0.93
2025-08-18 01:00:00,M006,temperature,87.94
2025-08-18 01:00:00,M006,vibration,0.45
2025-08-18 01:00:00,M007,pressure,0.92
2025-08-18 01:00:00,M007,temperature,4.51
2025-08-18 01:00:00,M007,vibration,2.92
2025-08-18 01:00:00,M008,pressure,2.15
2025-08-18 01:00:00,M008,temperature,15.25
2025-08-18 01:00:00,M008,vibration,1.54
2025-08-18 01:00:00,M009,pressure,0.76
2025-08-18 01:00:00,M009,temperature,8.73
2025-08-18 01:00:00,M009,vibration,0.32
2025-08-18 01:00:00,M010,pressure,9.54
2025-08-18 01:00:00,M010,temperature,2.47
2025-08-18 01:00:00,M010,vibration,4.04
2025-08-18 01:05:00,M001,pressure,1.33
2025-08-18 01:05:00,M001,temperature,14.01
2025-08-18 01:05:00,M001,vibration,0.3
2025-08-18 01:05:00,M002,pressure,1.04
2025-08-18 01:05:00,M002,temperature,26.44
2025-08-18 01:05:00,M002,vibration,0.09
2025-08-18 01:05:00,M003,pressure,0.34
2025-08-18 01:05:00,M003,temperature,11.28
2025-08-18 01:05:00,M003,vibration,0.58
2025-08-18 01:05:00,M004,pressure,0.55
2025-08-18 01:05:00,M004,temperature,10.78
2025-08-18 01:05:00,M004,vibration,0.52
2025-08-18 01:05:00,M005,pressure,0.67
2025-08-18 01:05:00,M005,temperature,10.73
2025-08-18 01:05:00,M005,vibration,0.16
2025-08-18 01:05:00,M006,pressure,0.93
2025-08-18 01:05:00,M006,temperature,12.79
2025-08-18 01:05:00,M006,vibration,2.25
2025-08-18 01:05:00,M007,pressure,4.19
2025-08-18 01:05:00,M007,temperature,3.17
2025-08-18 01:05:00,M007,vibration,1.43
2025-08-18 01:05:00,M008,pressure,2.24
2025-08-18 01:05:00,M008,temperature,13.53
2025-08-18 01:05:00,M008,vibration,1.59
2025-08-18 01:05:00,M009,pressure,0.69
2025-08-18 01:05:00,M009,temperature,10.55
2025-08-18 01:05:00,M009,vibration,0.4
2025-08-18 01:05:00,M010,pressure,9.74
2025-08-18 01:05:00,M010,temperature,2.72
2025-08-18 01:05:00,M010,vibration,4.13
2025-08-18 01:10:00,M001,pressure,1.35
2025-08-18 01:10:00,M001,temperature,32.92
2025-08-18 01:10:00,M001,vibration,0.42
2025-08-18 01:10:00,M002,pressure,1.02
2025-08-18 01:10:00,M002,temperature,25.3
2025-08-18 01:10:00,M002,vibration,0.09
2025-08-18 01:10:00,M003,pressure,2.66
2025-08-18 01:10:00,M003,temperature,40.65
2025-08-18 01:10:00,M003,vibration,0.74
2025-08-18 01:10:00,M004,pressure,0.54
2025-08-18 01:10:00,M004,temperature,10.48
2025-08-18 01:10:00,M004,vibration,0.33
2025-08-18 01:10:00,M005,pressure,1.52
2025-08-18 01:10:00,M005,temperature,36.83
2025-08-18 01:10:00,M005,vibration,0.24
2025-08-18 01:10:00,M006,pressure,0.75
2025-08-18 01:10:00,M006,temperature,75.72
2025-08-18 01:10:00,M006,vibration,2.29
2025-08-18 01:10:00,M007,pressure,0.87
2025-08-18 01:10:00,M007,temperature,3.91
2025-08-18 01:10:00,M007,vibration,1.35
2025-08-18 01:10:00,M008,pressure,2.16
2025-08-18 01:10:00,M008,temperature,15.25
2025-08-18 01:10:00,M008,vibration,1.63
2025-08-18 01:10:00,M009,pressure,0.81
2025-08-18 01:10:00,M009,temperature,7.83
2025-08-18 01:10:00,M009,vibration,0.06
2025-08-18 01:10:00,M010,pressure,9.93
2025-08-18 01:10:00,M010,temperature,3.55
2025-08-18 01:10:00,M010,vibration,4.22
2025-08-18 01:15:00,M001,pressure,0.7
2025-08-18 01:15:00,M001,temperature,13.35
2025-08-18 01:15:00,M001,vibration,0.33
2025-08-18 01:15:00,M002,pressure,0.98
2025-08-18 01:15:00,M002,temperature,8.62
2025-08-18 01:15:00,M002,vibration,0.7
2025-08-18 01:15:00,M003,pressure,0.7
2025-08-18 01:15:00,M003,temperature,10.87
2025-08-18 01:15:00,M003,vibration,0.53
2025-08-18 01:15:00,M004,pressure,1.7
2025-08-18 01:15:00,M004,temperature,19.51
2025-08-18 01:15:00,M004,vibration,0.6
2025-08-18 01:15:00,M005,pressure,1.56
2025-08-18 01:15:00,M005,temperature,13.03
2025-08-18 01:15:00,M005,vibration,0.17
2025-08-18 01:15:00,M006,pressure,2.1
2025-08-18 01:15:00,M006,temperature,11.64
2025-08-18 01:15:00,M006,vibration,0.43
2025-08-18 01:15:00,M007,pressure,0.84
2025-08-18 01:15:00,M007,temperature,3.14
2025-08-18 01:15:00,M007,vibration,1.18
2025-08-18 01:15:00,M008,pressure,2.25
2025-08-18 01:15:00,M008,temperature,35.0
2025-08-18 01:15:00,M008,vibration,1.68
2025-08-18 01:15:00,M009,pressure,0.73
2025-08-18 01:15:00,M009,temperature,12.74
2025-08-18 01:15:00,M009,vibration,0.09
2025-08-18 01:15:00,M010,pressure,10.12
2025-08-18 01:15:00,M010,temperature,3.68
2025-08-18 01:15:00,M010,vibration,0.7
2025-08-18 01:20:00,M001,pressure,0.68
2025-08-18 01:20:00,M001,temperature,13.04
2025-08-18 01:20:00,M001,vibration,0.05
2025-08-18 01:20:00,M002,pressure,0.97
2025-08-18 01:20:00,M002,temperature,11.26
2025-08-18 01:20:00,M002,vibration,0.08
2025-08-18 01:20:00,M003,pressure,0.34
2025-08-18 01:20:00,M003,temperature,10.67
2025-08-18 01:20:00,M003,vibration,0.82
2025-08-18 01:20:00,M004,pressure,1.73
2025-08-18 01:20:00,M004,temperature,24.7
2025-08-18 01:20:00,M004,vibration,0.8
2025-08-18 01:20:00,M005,pressure,1.61
2025-08-18 01:20:00,M005,temperature,44.75
2025-08-18 01:20:00,M005,vibration,0.24
2025-08-18 01:20:00,M006,pressure,1.83
2025-08-18 01:20:00,M006,temperature,18.44
2025-08-18 01:20:00,M006,vibration,2.35
2025-08-18 01:20:00,M007,pressure,0.82
2025-08-18 01:20:00,M007,temperature,4.66
2025-08-18 01:20:00,M007,vibration,1.48
2025-08-18 01:20:00,M008,pressure,1.14
2025-08-18 01:20:00,M008,temperature,50.49
2025-08-18 01:20:00,M008,vibration,0.26
2025-08-18 01:20:00,M009,pressure,0.71
2025-08-18 01:20:00,M009,temperature,8.92
2025-08-18 01:20:00,M009,vibration,0.09
2025-08-18 01:20:00,M010,pressure,4.65
2025-08-18 01:20:00,M010,temperature,25.34
2025-08-18 01:20:00,M010,vibration,0.68
2025-08-18 01:25:00,M001,pressure,0.67
2025-08-18 01:25:00,M001,temperature,12.75
2025-08-18 01:25:00,M001,vibration,0.07
2025-08-18 01:25:00,M002,pressure,0.98
2025-08-18 01:25:00,M002,temperature,8.87
2025-08-18 01:25:00,M002,vibration,0.08
2025-08-18 01:25:00,M003,pressure,2.66
2025-08-18 01:25:00,M003,temperature,10.48
2025-08-18 01:25:00,M003,vibration,1.3
2025-08-18 01:25:00,M004,pressure,0.52
2025-08-18 01:25:00,M004,temperature,24.38
2025-08-18 01:25:00,M004,vibration,0.67
2025-08-18 01:25:00,M005,pressure,0.6
2025-08-18 01:25:00,M005,temperature,21.56
2025-08-18 01:25:00,M005,vibration,0.14
2025-08-18 01:25:00,M006,pressure,1.73
2025-08-18 01:25:00,M006,temperature,101.24
2025-08-18 01:25:00,M006,vibration,0.42
2025-08-18 01:25:00,M007,pressure,4.71
2025-08-18 01:25:00,M007,temperature,35.87
2025-08-18 01:25:00,M007,vibration,1.41
2025-08-18 01:25:00,M008,pressure,1.93
2025-08-18 01:25:00,M008,temperature,56.91
2025-08-18 01:25:00,M008,vibration,1.77
2025-08-18 01:25:00,M009,pressure,0.75
2025-08-18 01:25:00,M009,temperature,8.91
2025-08-18 01:25:00,M009,vibration,0.59
2025-08-18 01:25:00,M010,pressure,10.51
2025-08-18 01:25:00,M010,temperature,26.54
2025-08-18 01:25:00,M010,vibration,0.67
2025-08-18 01:30:00,M001,pressure,1.45
2025-08-18 01:30:00,M001,temperature,36.09
2025-08-18 01:30:00,M001,vibration,0.06
2025-08-18 01:30:00,M002,pressure,0.92
2025-08-18 01:30:00,M002,temperature,8.87
2025-08-18 01:30:00,M002,vibration,0.08
2025-08-18 01:30:00,M003,pressure,0.7
2025-08-18 01:30:00,M003,temperature,10.3
2025-08-18 01:30:00,M003,vibration,1.01
2025-08-18 01:30:00,M004,pressure,0.51
2025-08-18 01:30:00,M004,temperature,20.99
2025-08-18 01:30:00,M004,vibration,0.58
2025-08-18 01:30:00,M005,pressure,0.59
2025-08-18 01:30:00,M005,temperature,22.78
2025-08-18 01:30:00,M005,vibration,0.67
2025-08-18 01:30:00,M006,pressure,1.92
2025-08-18 01:30:00,M006,temperature,33.63
2025-08-18 01:30:00,M006,vibration,0.41
2025-08-18 01:30:00,M007,pressure,4.84
2025-08-18 01:30:00,M007,temperature,15.18
2025-08-18 01:30:00,M007,vibration,1.32
2025-08-18 01:30:00,M008,pressure,1.87
2025-08-18 01:30:00,M008,temperature,15.25
2025-08-18 01:30:00,M008,vibration,0.25
2025-08-18 01:30:00,M009,pressure,0.72
2025-08-18 01:30:00,M009,temperature,12.0
2025-08-18 01:30:00,M009,vibration,0.08
2025-08-18 01:30:00,M010,pressure,4.48
2025-08-18 01:30:00,M010,temperature,24.98
2025-08-18 01:30:00,M010,vibration,0.66
2025-08-18 01:35:00,M001,pressure,1.48
2025-08-18 01:35:00,M001,temperature,36.88
2025-08-18 01:35:00,M001,vibration,1.49
2025-08-18 01:35:00,M002,pressure,1.03
2025-08-18 01:35:00,M002,temperature,49.72
2025-08-18 01:35:00,M002,vibration,0.07
2025-08-18 01:35:00,M003,pressure,2.66
2025-08-18 01:35:00,M003,temperature,44.46
2025-08-18 01:35:00,M003,vibration,1.03
2025-08-18 01:35:00,M004,pressure,1.81
2025-08-18 01:35:00,M004,temperature,25.36
